epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/loss_epoch,train/loss_step,train/pcc_epoch,val/loss_epoch,val/pcc_epoch
9,,,94149,,17.689414978027344,,,
,9.69935961660789e-06,9.69935961660789e-06,94199,,,,,
,9.69935961660789e-06,9.69935961660789e-06,94199,,,,,
,9.69935961660789e-06,9.69935961660789e-06,94199,,,,,
9,,,94199,,10.400191307067871,,,
,9.69903676268078e-06,9.69903676268078e-06,94249,,,,,
,9.69903676268078e-06,9.69903676268078e-06,94249,,,,,
,9.69903676268078e-06,9.69903676268078e-06,94249,,,,,
9,,,94249,,16.367258071899414,,,
,9.698713740871435e-06,9.698713740871435e-06,94299,,,,,
,9.698713740871435e-06,9.698713740871435e-06,94299,,,,,
,9.698713740871435e-06,9.698713740871435e-06,94299,,,,,
9,,,94299,,10.99147891998291,,,
,9.698390551191398e-06,9.698390551191398e-06,94349,,,,,
,9.698390551191398e-06,9.698390551191398e-06,94349,,,,,
,9.698390551191398e-06,9.698390551191398e-06,94349,,,,,
9,,,94349,,19.454301834106445,,,
,9.698067193652214e-06,9.698067193652214e-06,94399,,,,,
,9.698067193652214e-06,9.698067193652214e-06,94399,,,,,
,9.698067193652214e-06,9.698067193652214e-06,94399,,,,,
9,,,94399,,10.911471366882324,,,
,9.697743668265435e-06,9.697743668265435e-06,94449,,,,,
,9.697743668265435e-06,9.697743668265435e-06,94449,,,,,
,9.697743668265435e-06,9.697743668265435e-06,94449,,,,,
9,,,94449,,10.476760864257812,,,
,9.69741997504262e-06,9.69741997504262e-06,94499,,,,,
,9.69741997504262e-06,9.69741997504262e-06,94499,,,,,
,9.69741997504262e-06,9.69741997504262e-06,94499,,,,,
9,,,94499,,9.209897994995117,,,
,9.697096113995335e-06,9.697096113995335e-06,94549,,,,,
,9.697096113995335e-06,9.697096113995335e-06,94549,,,,,
,9.697096113995335e-06,9.697096113995335e-06,94549,,,,,
9,,,94549,,8.388960838317871,,,
,9.69677208513515e-06,9.69677208513515e-06,94599,,,,,
,9.69677208513515e-06,9.69677208513515e-06,94599,,,,,
,9.69677208513515e-06,9.69677208513515e-06,94599,,,,,
9,,,94599,,11.658819198608398,,,
,9.69644788847364e-06,9.69644788847364e-06,94649,,,,,
,9.69644788847364e-06,9.69644788847364e-06,94649,,,,,
,9.69644788847364e-06,9.69644788847364e-06,94649,,,,,
9,,,94649,,9.353507041931152,,,
,9.69612352402239e-06,9.69612352402239e-06,94699,,,,,
,9.69612352402239e-06,9.69612352402239e-06,94699,,,,,
,9.69612352402239e-06,9.69612352402239e-06,94699,,,,,
9,,,94699,,20.750486373901367,,,
,9.695798991792986e-06,9.695798991792986e-06,94749,,,,,
,9.695798991792986e-06,9.695798991792986e-06,94749,,,,,
,9.695798991792986e-06,9.695798991792986e-06,94749,,,,,
9,,,94749,,8.828350067138672,,,
,9.695474291797024e-06,9.695474291797024e-06,94799,,,,,
,9.695474291797024e-06,9.695474291797024e-06,94799,,,,,
,9.695474291797024e-06,9.695474291797024e-06,94799,,,,,
9,,,94799,,15.265369415283203,,,
,9.695149424046103e-06,9.695149424046103e-06,94849,,,,,
,9.695149424046103e-06,9.695149424046103e-06,94849,,,,,
,9.695149424046103e-06,9.695149424046103e-06,94849,,,,,
9,,,94849,,11.987695693969727,,,
,9.694824388551833e-06,9.694824388551833e-06,94899,,,,,
,9.694824388551833e-06,9.694824388551833e-06,94899,,,,,
,9.694824388551833e-06,9.694824388551833e-06,94899,,,,,
9,,,94899,,26.111370086669922,,,
,9.694499185325822e-06,9.694499185325822e-06,94949,,,,,
,9.694499185325822e-06,9.694499185325822e-06,94949,,,,,
,9.694499185325822e-06,9.694499185325822e-06,94949,,,,,
9,,,94949,,11.561006546020508,,,
,9.694173814379692e-06,9.694173814379692e-06,94999,,,,,
,9.694173814379692e-06,9.694173814379692e-06,94999,,,,,
,9.694173814379692e-06,9.694173814379692e-06,94999,,,,,
9,,,94999,,4.591527938842773,,,
,9.693848275725065e-06,9.693848275725065e-06,95049,,,,,
,9.693848275725065e-06,9.693848275725065e-06,95049,,,,,
,9.693848275725065e-06,9.693848275725065e-06,95049,,,,,
9,,,95049,,14.887486457824707,,,
,9.693522569373575e-06,9.693522569373575e-06,95099,,,,,
,9.693522569373575e-06,9.693522569373575e-06,95099,,,,,
,9.693522569373575e-06,9.693522569373575e-06,95099,,,,,
9,,,95099,,11.240354537963867,,,
,9.693196695336858e-06,9.693196695336858e-06,95149,,,,,
,9.693196695336858e-06,9.693196695336858e-06,95149,,,,,
,9.693196695336858e-06,9.693196695336858e-06,95149,,,,,
9,,,95149,,10.942541122436523,,,
,9.692870653626551e-06,9.692870653626551e-06,95199,,,,,
,9.692870653626551e-06,9.692870653626551e-06,95199,,,,,
,9.692870653626551e-06,9.692870653626551e-06,95199,,,,,
9,,,95199,,18.2271785736084,,,
,9.692544444254308e-06,9.692544444254308e-06,95249,,,,,
,9.692544444254308e-06,9.692544444254308e-06,95249,,,,,
,9.692544444254308e-06,9.692544444254308e-06,95249,,,,,
9,,,95249,,13.317914962768555,,,
,9.692218067231781e-06,9.692218067231781e-06,95299,,,,,
,9.692218067231781e-06,9.692218067231781e-06,95299,,,,,
,9.692218067231781e-06,9.692218067231781e-06,95299,,,,,
9,,,95299,,0.8964365124702454,,,
,9.69189152257063e-06,9.69189152257063e-06,95349,,,,,
,9.69189152257063e-06,9.69189152257063e-06,95349,,,,,
,9.69189152257063e-06,9.69189152257063e-06,95349,,,,,
9,,,95349,,23.082719802856445,,,
,9.691564810282526e-06,9.691564810282526e-06,95399,,,,,
,9.691564810282526e-06,9.691564810282526e-06,95399,,,,,
,9.691564810282526e-06,9.691564810282526e-06,95399,,,,,
9,,,95399,,15.027383804321289,,,
,9.691237930379135e-06,9.691237930379135e-06,95449,,,,,
,9.691237930379135e-06,9.691237930379135e-06,95449,,,,,
,9.691237930379135e-06,9.691237930379135e-06,95449,,,,,
9,,,95449,,18.28915786743164,,,
,9.69091088287214e-06,9.69091088287214e-06,95499,,,,,
,9.69091088287214e-06,9.69091088287214e-06,95499,,,,,
,9.69091088287214e-06,9.69091088287214e-06,95499,,,,,
9,,,95499,,9.982385635375977,,,
,9.690583667773225e-06,9.690583667773225e-06,95549,,,,,
,9.690583667773225e-06,9.690583667773225e-06,95549,,,,,
,9.690583667773225e-06,9.690583667773225e-06,95549,,,,,
9,,,95549,,11.267318725585938,,,
,9.690256285094077e-06,9.690256285094077e-06,95599,,,,,
,9.690256285094077e-06,9.690256285094077e-06,95599,,,,,
,9.690256285094077e-06,9.690256285094077e-06,95599,,,,,
9,,,95599,,8.482537269592285,,,
,9.689928734846396e-06,9.689928734846396e-06,95649,,,,,
,9.689928734846396e-06,9.689928734846396e-06,95649,,,,,
,9.689928734846396e-06,9.689928734846396e-06,95649,,,,,
9,,,95649,,21.66492462158203,,,
,9.689601017041883e-06,9.689601017041883e-06,95699,,,,,
,9.689601017041883e-06,9.689601017041883e-06,95699,,,,,
,9.689601017041883e-06,9.689601017041883e-06,95699,,,,,
9,,,95699,,14.231078147888184,,,
,9.689273131692248e-06,9.689273131692248e-06,95749,,,,,
,9.689273131692248e-06,9.689273131692248e-06,95749,,,,,
,9.689273131692248e-06,9.689273131692248e-06,95749,,,,,
9,,,95749,,8.910390853881836,,,
,9.6889450788092e-06,9.6889450788092e-06,95799,,,,,
,9.6889450788092e-06,9.6889450788092e-06,95799,,,,,
,9.6889450788092e-06,9.6889450788092e-06,95799,,,,,
9,,,95799,,6.864315986633301,,,
,9.688616858404467e-06,9.688616858404467e-06,95849,,,,,
,9.688616858404467e-06,9.688616858404467e-06,95849,,,,,
,9.688616858404467e-06,9.688616858404467e-06,95849,,,,,
9,,,95849,,17.37938117980957,,,
,9.688288470489769e-06,9.688288470489769e-06,95899,,,,,
,9.688288470489769e-06,9.688288470489769e-06,95899,,,,,
,9.688288470489769e-06,9.688288470489769e-06,95899,,,,,
9,,,95899,,14.55380916595459,,,
,9.687959915076841e-06,9.687959915076841e-06,95949,,,,,
,9.687959915076841e-06,9.687959915076841e-06,95949,,,,,
,9.687959915076841e-06,9.687959915076841e-06,95949,,,,,
9,,,95949,,10.40140438079834,,,
,9.687631192177422e-06,9.687631192177422e-06,95999,,,,,
,9.687631192177422e-06,9.687631192177422e-06,95999,,,,,
,9.687631192177422e-06,9.687631192177422e-06,95999,,,,,
9,,,95999,,11.018874168395996,,,
,9.687302301803253e-06,9.687302301803253e-06,96049,,,,,
,9.687302301803253e-06,9.687302301803253e-06,96049,,,,,
,9.687302301803253e-06,9.687302301803253e-06,96049,,,,,
9,,,96049,,4.769697666168213,,,
,9.686973243966089e-06,9.686973243966089e-06,96099,,,,,
,9.686973243966089e-06,9.686973243966089e-06,96099,,,,,
,9.686973243966089e-06,9.686973243966089e-06,96099,,,,,
9,,,96099,,13.393075942993164,,,
,9.686644018677683e-06,9.686644018677683e-06,96149,,,,,
,9.686644018677683e-06,9.686644018677683e-06,96149,,,,,
,9.686644018677683e-06,9.686644018677683e-06,96149,,,,,
9,,,96149,,8.470504760742188,,,
,9.686314625949798e-06,9.686314625949798e-06,96199,,,,,
,9.686314625949798e-06,9.686314625949798e-06,96199,,,,,
,9.686314625949798e-06,9.686314625949798e-06,96199,,,,,
9,,,96199,,12.687829971313477,,,
,9.685985065794201e-06,9.685985065794201e-06,96249,,,,,
,9.685985065794201e-06,9.685985065794201e-06,96249,,,,,
,9.685985065794201e-06,9.685985065794201e-06,96249,,,,,
9,,,96249,,8.115281105041504,,,
,9.685655338222668e-06,9.685655338222668e-06,96299,,,,,
,9.685655338222668e-06,9.685655338222668e-06,96299,,,,,
,9.685655338222668e-06,9.685655338222668e-06,96299,,,,,
9,,,96299,,12.71181583404541,,,
,9.68532544324698e-06,9.68532544324698e-06,96349,,,,,
,9.68532544324698e-06,9.68532544324698e-06,96349,,,,,
,9.68532544324698e-06,9.68532544324698e-06,96349,,,,,
9,,,96349,,5.602264881134033,,,
,9.68499538087892e-06,9.68499538087892e-06,96399,,,,,
,9.68499538087892e-06,9.68499538087892e-06,96399,,,,,
,9.68499538087892e-06,9.68499538087892e-06,96399,,,,,
9,,,96399,,12.464203834533691,,,
,9.684665151130281e-06,9.684665151130281e-06,96449,,,,,
,9.684665151130281e-06,9.684665151130281e-06,96449,,,,,
,9.684665151130281e-06,9.684665151130281e-06,96449,,,,,
9,,,96449,,12.74515151977539,,,
,9.684334754012862e-06,9.684334754012862e-06,96499,,,,,
,9.684334754012862e-06,9.684334754012862e-06,96499,,,,,
,9.684334754012862e-06,9.684334754012862e-06,96499,,,,,
9,,,96499,,21.73084259033203,,,
,9.684004189538469e-06,9.684004189538469e-06,96549,,,,,
,9.684004189538469e-06,9.684004189538469e-06,96549,,,,,
,9.684004189538469e-06,9.684004189538469e-06,96549,,,,,
9,,,96549,,14.172508239746094,,,
,9.68367345771891e-06,9.68367345771891e-06,96599,,,,,
,9.68367345771891e-06,9.68367345771891e-06,96599,,,,,
,9.68367345771891e-06,9.68367345771891e-06,96599,,,,,
9,,,96599,,12.517616271972656,,,
,9.683342558566e-06,9.683342558566e-06,96649,,,,,
,9.683342558566e-06,9.683342558566e-06,96649,,,,,
,9.683342558566e-06,9.683342558566e-06,96649,,,,,
9,,,96649,,10.916511535644531,,,
,9.68301149209156e-06,9.68301149209156e-06,96699,,,,,
,9.68301149209156e-06,9.68301149209156e-06,96699,,,,,
,9.68301149209156e-06,9.68301149209156e-06,96699,,,,,
9,,,96699,,8.759649276733398,,,
,9.682680258307422e-06,9.682680258307422e-06,96749,,,,,
,9.682680258307422e-06,9.682680258307422e-06,96749,,,,,
,9.682680258307422e-06,9.682680258307422e-06,96749,,,,,
9,,,96749,,5.80658483505249,,,
,9.682348857225418e-06,9.682348857225418e-06,96799,,,,,
,9.682348857225418e-06,9.682348857225418e-06,96799,,,,,
,9.682348857225418e-06,9.682348857225418e-06,96799,,,,,
9,,,96799,,10.212220191955566,,,
,9.682017288857388e-06,9.682017288857388e-06,96849,,,,,
,9.682017288857388e-06,9.682017288857388e-06,96849,,,,,
,9.682017288857388e-06,9.682017288857388e-06,96849,,,,,
9,,,96849,,12.58989143371582,,,
,9.681685553215178e-06,9.681685553215178e-06,96899,,,,,
,9.681685553215178e-06,9.681685553215178e-06,96899,,,,,
,9.681685553215178e-06,9.681685553215178e-06,96899,,,,,
9,,,96899,,1.9517755508422852,,,
,9.681353650310638e-06,9.681353650310638e-06,96949,,,,,
,9.681353650310638e-06,9.681353650310638e-06,96949,,,,,
,9.681353650310638e-06,9.681353650310638e-06,96949,,,,,
9,,,96949,,7.506035327911377,,,
,9.68102158015563e-06,9.68102158015563e-06,96999,,,,,
,9.68102158015563e-06,9.68102158015563e-06,96999,,,,,
,9.68102158015563e-06,9.68102158015563e-06,96999,,,,,
9,,,96999,,23.93303108215332,,,
,9.680689342762015e-06,9.680689342762015e-06,97049,,,,,
,9.680689342762015e-06,9.680689342762015e-06,97049,,,,,
,9.680689342762015e-06,9.680689342762015e-06,97049,,,,,
9,,,97049,,6.119401454925537,,,
,9.680356938141664e-06,9.680356938141664e-06,97099,,,,,
,9.680356938141664e-06,9.680356938141664e-06,97099,,,,,
,9.680356938141664e-06,9.680356938141664e-06,97099,,,,,
9,,,97099,,4.5588154792785645,,,
,9.680024366306452e-06,9.680024366306452e-06,97149,,,,,
,9.680024366306452e-06,9.680024366306452e-06,97149,,,,,
,9.680024366306452e-06,9.680024366306452e-06,97149,,,,,
9,,,97149,,4.918658256530762,,,
,9.679691627268259e-06,9.679691627268259e-06,97199,,,,,
,9.679691627268259e-06,9.679691627268259e-06,97199,,,,,
,9.679691627268259e-06,9.679691627268259e-06,97199,,,,,
9,,,97199,,15.314120292663574,,,
,9.679358721038974e-06,9.679358721038974e-06,97249,,,,,
,9.679358721038974e-06,9.679358721038974e-06,97249,,,,,
,9.679358721038974e-06,9.679358721038974e-06,97249,,,,,
9,,,97249,,13.121843338012695,,,
,9.679025647630494e-06,9.679025647630494e-06,97299,,,,,
,9.679025647630494e-06,9.679025647630494e-06,97299,,,,,
,9.679025647630494e-06,9.679025647630494e-06,97299,,,,,
9,,,97299,,15.396523475646973,,,
,9.678692407054714e-06,9.678692407054714e-06,97349,,,,,
,9.678692407054714e-06,9.678692407054714e-06,97349,,,,,
,9.678692407054714e-06,9.678692407054714e-06,97349,,,,,
9,,,97349,,24.37523651123047,,,
,9.678358999323544e-06,9.678358999323544e-06,97399,,,,,
,9.678358999323544e-06,9.678358999323544e-06,97399,,,,,
,9.678358999323544e-06,9.678358999323544e-06,97399,,,,,
9,,,97399,,20.171361923217773,,,
,9.678025424448892e-06,9.678025424448892e-06,97449,,,,,
,9.678025424448892e-06,9.678025424448892e-06,97449,,,,,
,9.678025424448892e-06,9.678025424448892e-06,97449,,,,,
9,,,97449,,10.46196174621582,,,
,9.677691682442678e-06,9.677691682442678e-06,97499,,,,,
,9.677691682442678e-06,9.677691682442678e-06,97499,,,,,
,9.677691682442678e-06,9.677691682442678e-06,97499,,,,,
9,,,97499,,7.398079872131348,,,
,9.677357773316824e-06,9.677357773316824e-06,97549,,,,,
,9.677357773316824e-06,9.677357773316824e-06,97549,,,,,
,9.677357773316824e-06,9.677357773316824e-06,97549,,,,,
9,,,97549,,10.255488395690918,,,
,9.677023697083259e-06,9.677023697083259e-06,97599,,,,,
,9.677023697083259e-06,9.677023697083259e-06,97599,,,,,
,9.677023697083259e-06,9.677023697083259e-06,97599,,,,,
9,,,97599,,4.122117519378662,,,
,9.676689453753922e-06,9.676689453753922e-06,97649,,,,,
,9.676689453753922e-06,9.676689453753922e-06,97649,,,,,
,9.676689453753922e-06,9.676689453753922e-06,97649,,,,,
9,,,97649,,4.399932861328125,,,
,9.676355043340751e-06,9.676355043340751e-06,97699,,,,,
,9.676355043340751e-06,9.676355043340751e-06,97699,,,,,
,9.676355043340751e-06,9.676355043340751e-06,97699,,,,,
9,,,97699,,12.462380409240723,,,
,9.676020465855693e-06,9.676020465855693e-06,97749,,,,,
,9.676020465855693e-06,9.676020465855693e-06,97749,,,,,
,9.676020465855693e-06,9.676020465855693e-06,97749,,,,,
9,,,97749,,17.003217697143555,,,
,9.675685721310705e-06,9.675685721310705e-06,97799,,,,,
,9.675685721310705e-06,9.675685721310705e-06,97799,,,,,
,9.675685721310705e-06,9.675685721310705e-06,97799,,,,,
9,,,97799,,10.596450805664062,,,
,9.675350809717745e-06,9.675350809717745e-06,97849,,,,,
,9.675350809717745e-06,9.675350809717745e-06,97849,,,,,
,9.675350809717745e-06,9.675350809717745e-06,97849,,,,,
9,,,97849,,10.762104988098145,,,
,9.675015731088774e-06,9.675015731088774e-06,97899,,,,,
,9.675015731088774e-06,9.675015731088774e-06,97899,,,,,
,9.675015731088774e-06,9.675015731088774e-06,97899,,,,,
9,,,97899,,10.664285659790039,,,
,9.67468048543577e-06,9.67468048543577e-06,97949,,,,,
,9.67468048543577e-06,9.67468048543577e-06,97949,,,,,
,9.67468048543577e-06,9.67468048543577e-06,97949,,,,,
9,,,97949,,13.650211334228516,,,
,9.67434507277071e-06,9.67434507277071e-06,97999,,,,,
,9.67434507277071e-06,9.67434507277071e-06,97999,,,,,
,9.67434507277071e-06,9.67434507277071e-06,97999,,,,,
9,,,97999,,14.460227012634277,,,
,9.67400949310557e-06,9.67400949310557e-06,98049,,,,,
,9.67400949310557e-06,9.67400949310557e-06,98049,,,,,
,9.67400949310557e-06,9.67400949310557e-06,98049,,,,,
9,,,98049,,12.42360782623291,,,
,9.673673746452347e-06,9.673673746452347e-06,98099,,,,,
,9.673673746452347e-06,9.673673746452347e-06,98099,,,,,
,9.673673746452347e-06,9.673673746452347e-06,98099,,,,,
9,,,98099,,17.72785186767578,,,
,9.673337832823032e-06,9.673337832823032e-06,98149,,,,,
,9.673337832823032e-06,9.673337832823032e-06,98149,,,,,
,9.673337832823032e-06,9.673337832823032e-06,98149,,,,,
9,,,98149,,8.08780574798584,,,
,9.673001752229626e-06,9.673001752229626e-06,98199,,,,,
,9.673001752229626e-06,9.673001752229626e-06,98199,,,,,
,9.673001752229626e-06,9.673001752229626e-06,98199,,,,,
9,,,98199,,11.671627044677734,,,
,9.67266550468414e-06,9.67266550468414e-06,98249,,,,,
,9.67266550468414e-06,9.67266550468414e-06,98249,,,,,
,9.67266550468414e-06,9.67266550468414e-06,98249,,,,,
9,,,98249,,15.56101131439209,,,
,9.672329090198585e-06,9.672329090198585e-06,98299,,,,,
,9.672329090198585e-06,9.672329090198585e-06,98299,,,,,
,9.672329090198585e-06,9.672329090198585e-06,98299,,,,,
9,,,98299,,7.629778861999512,,,
,9.671992508784978e-06,9.671992508784978e-06,98349,,,,,
,9.671992508784978e-06,9.671992508784978e-06,98349,,,,,
,9.671992508784978e-06,9.671992508784978e-06,98349,,,,,
9,,,98349,,11.253312110900879,,,
,9.671655760455346e-06,9.671655760455346e-06,98399,,,,,
,9.671655760455346e-06,9.671655760455346e-06,98399,,,,,
,9.671655760455346e-06,9.671655760455346e-06,98399,,,,,
9,,,98399,,6.014510154724121,,,
,9.671318845221719e-06,9.671318845221719e-06,98449,,,,,
,9.671318845221719e-06,9.671318845221719e-06,98449,,,,,
,9.671318845221719e-06,9.671318845221719e-06,98449,,,,,
9,,,98449,,9.461017608642578,,,
,9.670981763096135e-06,9.670981763096135e-06,98499,,,,,
,9.670981763096135e-06,9.670981763096135e-06,98499,,,,,
,9.670981763096135e-06,9.670981763096135e-06,98499,,,,,
9,,,98499,,15.607396125793457,,,
,9.670644514090637e-06,9.670644514090637e-06,98549,,,,,
,9.670644514090637e-06,9.670644514090637e-06,98549,,,,,
,9.670644514090637e-06,9.670644514090637e-06,98549,,,,,
9,,,98549,,10.637371063232422,,,
,9.670307098217274e-06,9.670307098217274e-06,98599,,,,,
,9.670307098217274e-06,9.670307098217274e-06,98599,,,,,
,9.670307098217274e-06,9.670307098217274e-06,98599,,,,,
9,,,98599,,20.273765563964844,,,
,9.669969515488098e-06,9.669969515488098e-06,98649,,,,,
,9.669969515488098e-06,9.669969515488098e-06,98649,,,,,
,9.669969515488098e-06,9.669969515488098e-06,98649,,,,,
9,,,98649,,1.8375129699707031,,,
,9.669631765915173e-06,9.669631765915173e-06,98699,,,,,
,9.669631765915173e-06,9.669631765915173e-06,98699,,,,,
,9.669631765915173e-06,9.669631765915173e-06,98699,,,,,
9,,,98699,,9.973511695861816,,,
,9.669293849510564e-06,9.669293849510564e-06,98749,,,,,
,9.669293849510564e-06,9.669293849510564e-06,98749,,,,,
,9.669293849510564e-06,9.669293849510564e-06,98749,,,,,
9,,,98749,,12.483226776123047,,,
,9.668955766286347e-06,9.668955766286347e-06,98799,,,,,
,9.668955766286347e-06,9.668955766286347e-06,98799,,,,,
,9.668955766286347e-06,9.668955766286347e-06,98799,,,,,
9,,,98799,,8.925138473510742,,,
,9.668617516254597e-06,9.668617516254597e-06,98849,,,,,
,9.668617516254597e-06,9.668617516254597e-06,98849,,,,,
,9.668617516254597e-06,9.668617516254597e-06,98849,,,,,
9,,,98849,,11.018176078796387,,,
,9.668279099427398e-06,9.668279099427398e-06,98899,,,,,
,9.668279099427398e-06,9.668279099427398e-06,98899,,,,,
,9.668279099427398e-06,9.668279099427398e-06,98899,,,,,
9,,,98899,,15.557336807250977,,,
,9.667940515816845e-06,9.667940515816845e-06,98949,,,,,
,9.667940515816845e-06,9.667940515816845e-06,98949,,,,,
,9.667940515816845e-06,9.667940515816845e-06,98949,,,,,
9,,,98949,,0.7060115337371826,,,
,9.667601765435031e-06,9.667601765435031e-06,98999,,,,,
,9.667601765435031e-06,9.667601765435031e-06,98999,,,,,
,9.667601765435031e-06,9.667601765435031e-06,98999,,,,,
9,,,98999,,10.491110801696777,,,
,9.667262848294058e-06,9.667262848294058e-06,99049,,,,,
,9.667262848294058e-06,9.667262848294058e-06,99049,,,,,
,9.667262848294058e-06,9.667262848294058e-06,99049,,,,,
9,,,99049,,14.739412307739258,,,
,9.666923764406039e-06,9.666923764406039e-06,99099,,,,,
,9.666923764406039e-06,9.666923764406039e-06,99099,,,,,
,9.666923764406039e-06,9.666923764406039e-06,99099,,,,,
9,,,99099,,5.035858154296875,,,
,9.666584513783084e-06,9.666584513783084e-06,99149,,,,,
,9.666584513783084e-06,9.666584513783084e-06,99149,,,,,
,9.666584513783084e-06,9.666584513783084e-06,99149,,,,,
9,,,99149,,11.468116760253906,,,
,9.666245096437314e-06,9.666245096437314e-06,99199,,,,,
,9.666245096437314e-06,9.666245096437314e-06,99199,,,,,
,9.666245096437314e-06,9.666245096437314e-06,99199,,,,,
9,,,99199,,2.0056049823760986,,,
,9.665905512380857e-06,9.665905512380857e-06,99249,,,,,
,9.665905512380857e-06,9.665905512380857e-06,99249,,,,,
,9.665905512380857e-06,9.665905512380857e-06,99249,,,,,
9,,,99249,,20.088191986083984,,,
,9.665565761625845e-06,9.665565761625845e-06,99299,,,,,
,9.665565761625845e-06,9.665565761625845e-06,99299,,,,,
,9.665565761625845e-06,9.665565761625845e-06,99299,,,,,
9,,,99299,,22.313915252685547,,,
,9.665225844184413e-06,9.665225844184413e-06,99349,,,,,
,9.665225844184413e-06,9.665225844184413e-06,99349,,,,,
,9.665225844184413e-06,9.665225844184413e-06,99349,,,,,
9,,,99349,,5.645174980163574,,,
,9.664885760068712e-06,9.664885760068712e-06,99399,,,,,
,9.664885760068712e-06,9.664885760068712e-06,99399,,,,,
,9.664885760068712e-06,9.664885760068712e-06,99399,,,,,
9,,,99399,,15.128137588500977,,,
,9.664545509290886e-06,9.664545509290886e-06,99449,,,,,
,9.664545509290886e-06,9.664545509290886e-06,99449,,,,,
,9.664545509290886e-06,9.664545509290886e-06,99449,,,,,
9,,,99449,,5.052128791809082,,,
,9.664205091863093e-06,9.664205091863093e-06,99499,,,,,
,9.664205091863093e-06,9.664205091863093e-06,99499,,,,,
,9.664205091863093e-06,9.664205091863093e-06,99499,,,,,
9,,,99499,,8.267205238342285,,,
,9.663864507797496e-06,9.663864507797496e-06,99549,,,,,
,9.663864507797496e-06,9.663864507797496e-06,99549,,,,,
,9.663864507797496e-06,9.663864507797496e-06,99549,,,,,
9,,,99549,,9.525100708007812,,,
,9.66352375710626e-06,9.66352375710626e-06,99599,,,,,
,9.66352375710626e-06,9.66352375710626e-06,99599,,,,,
,9.66352375710626e-06,9.66352375710626e-06,99599,,,,,
9,,,99599,,7.9253034591674805,,,
,9.663182839801564e-06,9.663182839801564e-06,99649,,,,,
,9.663182839801564e-06,9.663182839801564e-06,99649,,,,,
,9.663182839801564e-06,9.663182839801564e-06,99649,,,,,
9,,,99649,,18.39800262451172,,,
,9.662841755895584e-06,9.662841755895584e-06,99699,,,,,
,9.662841755895584e-06,9.662841755895584e-06,99699,,,,,
,9.662841755895584e-06,9.662841755895584e-06,99699,,,,,
9,,,99699,,13.2911958694458,,,
,9.662500505400507e-06,9.662500505400507e-06,99749,,,,,
,9.662500505400507e-06,9.662500505400507e-06,99749,,,,,
,9.662500505400507e-06,9.662500505400507e-06,99749,,,,,
9,,,99749,,13.041337966918945,,,
,9.662159088328526e-06,9.662159088328526e-06,99799,,,,,
,9.662159088328526e-06,9.662159088328526e-06,99799,,,,,
,9.662159088328526e-06,9.662159088328526e-06,99799,,,,,
9,,,99799,,9.607820510864258,,,
,9.661817504691837e-06,9.661817504691837e-06,99849,,,,,
,9.661817504691837e-06,9.661817504691837e-06,99849,,,,,
,9.661817504691837e-06,9.661817504691837e-06,99849,,,,,
9,,,99849,,6.303866863250732,,,
,9.661475754502645e-06,9.661475754502645e-06,99899,,,,,
,9.661475754502645e-06,9.661475754502645e-06,99899,,,,,
,9.661475754502645e-06,9.661475754502645e-06,99899,,,,,
9,,,99899,,8.553918838500977,,,
,9.661133837773158e-06,9.661133837773158e-06,99949,,,,,
,9.661133837773158e-06,9.661133837773158e-06,99949,,,,,
,9.661133837773158e-06,9.661133837773158e-06,99949,,,,,
9,,,99949,,12.377562522888184,,,
,9.660791754515593e-06,9.660791754515593e-06,99999,,,,,
,9.660791754515593e-06,9.660791754515593e-06,99999,,,,,
,9.660791754515593e-06,9.660791754515593e-06,99999,,,,,
9,,,99999,,13.19240665435791,,,
,9.660449504742174e-06,9.660449504742174e-06,100049,,,,,
,9.660449504742174e-06,9.660449504742174e-06,100049,,,,,
,9.660449504742174e-06,9.660449504742174e-06,100049,,,,,
9,,,100049,,9.824102401733398,,,
,9.660107088465122e-06,9.660107088465122e-06,100099,,,,,
,9.660107088465122e-06,9.660107088465122e-06,100099,,,,,
,9.660107088465122e-06,9.660107088465122e-06,100099,,,,,
9,,,100099,,2.4808349609375,,,
,9.659764505696678e-06,9.659764505696678e-06,100149,,,,,
,9.659764505696678e-06,9.659764505696678e-06,100149,,,,,
,9.659764505696678e-06,9.659764505696678e-06,100149,,,,,
9,,,100149,,21.52279281616211,,,
,9.659421756449076e-06,9.659421756449076e-06,100199,,,,,
,9.659421756449076e-06,9.659421756449076e-06,100199,,,,,
,9.659421756449076e-06,9.659421756449076e-06,100199,,,,,
9,,,100199,,17.173303604125977,,,
,9.659078840734563e-06,9.659078840734563e-06,100249,,,,,
,9.659078840734563e-06,9.659078840734563e-06,100249,,,,,
,9.659078840734563e-06,9.659078840734563e-06,100249,,,,,
9,,,100249,,10.502803802490234,,,
,9.658735758565391e-06,9.658735758565391e-06,100299,,,,,
,9.658735758565391e-06,9.658735758565391e-06,100299,,,,,
,9.658735758565391e-06,9.658735758565391e-06,100299,,,,,
9,,,100299,,9.585027694702148,,,
,9.658392509953816e-06,9.658392509953816e-06,100349,,,,,
,9.658392509953816e-06,9.658392509953816e-06,100349,,,,,
,9.658392509953816e-06,9.658392509953816e-06,100349,,,,,
9,,,100349,,5.240493297576904,,,
