epoch,step,test_new_samples/loss_chimp/heart,test_new_samples/loss_chimp/ipsc_cm,test_new_samples/loss_gorilla/ipsc_cm,test_new_samples/loss_mouse/hearthypo,test_new_samples/loss_mouse/heartnorm,test_new_samples/loss_mouse/skin,test_new_samples/loss_nakedmolerat/hearthypo,test_new_samples/loss_nakedmolerat/heartnorm,test_new_samples/loss_track_16,test_new_samples/loss_track_17,test_new_samples/loss_track_18,test_new_samples/loss_track_19,test_new_samples/loss_track_20,test_new_samples/loss_track_21,test_new_samples/loss_track_22,test_new_samples/loss_track_23,test_new_samples/loss_track_24,test_new_samples/loss_track_25,test_new_samples/loss_track_26,test_new_samples/loss_track_27,test_new_samples/loss_track_28,test_new_samples/loss_track_29,test_new_samples/loss_track_30,test_new_samples/loss_track_31,test_new_samples/loss_track_32,test_new_samples/loss_track_33,test_new_samples/loss_track_34,test_new_samples/loss_track_35,test_new_samples/loss_track_36,test_new_samples/loss_track_37,test_new_samples/loss_track_38,test_new_samples/loss_track_39,test_new_samples/loss_track_40,test_new_samples/loss_track_41,test_new_samples/loss_track_42,test_new_samples/loss_track_43,test_new_samples/loss_track_44,test_new_samples/loss_track_45,test_new_samples/loss_track_46,test_new_samples/loss_track_47,test_new_samples/loss_track_48,test_new_samples/loss_track_49,test_new_samples/pcc_chimp/heart,test_new_samples/pcc_chimp/ipsc_cm,test_new_samples/pcc_gorilla/ipsc_cm,test_new_samples/pcc_mouse/hearthypo,test_new_samples/pcc_mouse/heartnorm,test_new_samples/pcc_mouse/skin,test_new_samples/pcc_nakedmolerat/hearthypo,test_new_samples/pcc_nakedmolerat/heartnorm,test_new_samples/pcc_track_16,test_new_samples/pcc_track_17,test_new_samples/pcc_track_18,test_new_samples/pcc_track_19,test_new_samples/pcc_track_20,test_new_samples/pcc_track_21,test_new_samples/pcc_track_22,test_new_samples/pcc_track_23,test_new_samples/pcc_track_24,test_new_samples/pcc_track_25,test_new_samples/pcc_track_26,test_new_samples/pcc_track_27,test_new_samples/pcc_track_28,test_new_samples/pcc_track_29,test_new_samples/pcc_track_30,test_new_samples/pcc_track_31,test_new_samples/pcc_track_32,test_new_samples/pcc_track_33,test_new_samples/pcc_track_34,test_new_samples/pcc_track_35,test_new_samples/pcc_track_36,test_new_samples/pcc_track_37,test_new_samples/pcc_track_38,test_new_samples/pcc_track_39,test_new_samples/pcc_track_40,test_new_samples/pcc_track_41,test_new_samples/pcc_track_42,test_new_samples/pcc_track_43,test_new_samples/pcc_track_44,test_new_samples/pcc_track_45,test_new_samples/pcc_track_46,test_new_samples/pcc_track_47,test_new_samples/pcc_track_48,test_new_samples/pcc_track_49
0,0,4.224884033203125,3.341675281524658,3.3512086868286133,5.706742763519287,6.54133415222168,5.331921577453613,6.692277908325195,5.3964738845825195,3.2239773273468018,3.2747645378112793,2.4299442768096924,2.484560489654541,2.152495861053467,2.254378318786621,3.143552303314209,2.9813072681427,2.3958892822265625,2.3838348388671875,2.419250011444092,2.370181083679199,2.8810958862304688,2.8019325733184814,2.2970149517059326,2.104919195175171,2.4726831912994385,2.3176486492156982,2.454590320587158,2.5181398391723633,2.4841208457946777,2.709350347518921,1.25162935256958,1.0883501768112183,2.6566243171691895,2.667233943939209,3.1001670360565186,3.1951780319213867,2.1551406383514404,2.324134588241577,2.181547164916992,2.022169828414917,2.991220712661743,2.8303616046905518,0.8249539732933044,0.8748196959495544,0.8706964254379272,0.7842922210693359,0.7340710759162903,0.7734367251396179,0.7535115480422974,0.7772876024246216,0.8463091254234314,0.8463091254234314,0.8943378329277039,0.8943378329277039,0.8991189002990723,0.8991189002990723,0.8594962954521179,0.8594962954521179,0.8967390060424805,0.8967390060424805,0.9002130031585693,0.9002130031585693,0.8885771036148071,0.8885771036148071,0.9128534197807312,0.9128534197807312,0.8997559547424316,0.8997559547424316,0.8997124433517456,0.8997124433517456,0.8903036117553711,0.8903036117553711,0.9420028328895569,0.9420028328895569,0.8819478154182434,0.8819478154182434,0.8790699243545532,0.8790699243545532,0.8956311345100403,0.8956311345100403,0.9165055751800537,0.9165055751800537,0.8443024158477783,0.8442193865776062
